lex	sem
desmethylfluoxetine_lex	Chemical
aracytinec_lex	Chemical
adult_respiratory_distress_syndrome_lex	Disease
clentiazem_lex	Chemical
cardiac_injury_lex	Disease
15benzothiazepine_lex	Chemical
ischemic_lesions_lex	Disease
125oh2d_lex	Chemical
hypoparathyroidism_lex	Disease
alkali_lex	Chemical
sucralfate_lex	Chemical
alkalosis_lex	Disease
hypercalcemic_emergency_lex	Disease
unipolar_depression_lex	Disease
ss_lex	Disease
irritation_of_the_urinary_tract_lex	Disease
cd832_lex	Chemical
stenosis_lex	Disease
growth_failure_lex	Disease
glomerular_hypertrophy_lex	Disease
tubulointerstitial_damage_lex	Disease
nefiracetam_lex	Chemical
dm9384_lex	Chemical
pyrrolidone_lex	Chemical
learning_and_posttraining_consolidation_deficits_lex	Disease
corticotropin_lex	Chemical
thyrotropin_lex	Chemical
hypercapnic_lex	Disease
23dideoxy_cytosine_lex	Chemical
ocs_lex	Chemical
progestagens_lex	Chemical
deepvein_thrombosis_lex	Disease
ethinyloestradiol_lex	Chemical
tonic_and_clonic_seizure_lex	Disease
granulocyte_colonystimulating_factor_lex	Chemical
dlsotalol_lex	Chemical
ventricular_tachyarrhythmia_lex	Disease
loss_of_myelination_lex	Disease
alltransretinoic_acid_lex	Chemical
occlusion_of_renal_vessels_lex	Disease
diethylpropion_lex	Chemical
dep_lex	Chemical
ondansetron_lex	Chemical
major_depression_disorder_lex	Disease
depressive_episode_lex	Disease
depression_disorder_lex	Disease
albuterol_lex	Chemical
hyperosmolar_nonketotic_coma_lex	Disease
manic_depression_lex	Disease
hyperglycaemia_lex	Disease
type_two_diabetes_lex	Disease
deterioration_of_left_ventricular_lv_systolic_function_lex	Disease
cocaine_hydrochloride_lex	Chemical
deterioration_of_lv_systolic_and_diastolic_performance_lex	Disease
skin_reactions_lex	Disease
ureteric_obstruction_lex	Disease
ureteric_calculi_lex	Disease
urolithiasis_lex	Disease
hiv_infection_lex	Disease
ischemic_colitis_lex	Disease
sumatriptan_succinate_lex	Chemical
multicystic_encephalomalacia_lex	Disease
hypoxicischemic_encephalopathy_lex	Disease
17alphaethinylestradiol_lex	Chemical
bile_salt_lex	Chemical
bs_lex	Chemical
sterol_lex	Chemical
cholate_lex	Chemical
chenodeoxycholate_lex	Chemical
glibenclamide_lex	Chemical
helodermin_lex	Chemical
levcromakalim_lex	Chemical
psoriatic_lex	Disease
gingival_hyperplasia_lex	Disease
dubutamine_lex	Chemical
contrast_materials_lex	Chemical
prc_lex	Chemical
macropapular_rash_lex	Disease
ammonium_lex	Chemical
hypoactivity_lex	Disease
nociceptin_lex	Chemical
orphanin_fq_lex	Chemical
nocistatin_lex	Chemical
meloxicam_lex	Chemical
remoxipride_lex	Chemical
s3bromon1ethyl2pyrrolidinylmethyl26dimethoxybenz_amide_lex	Chemical
pyrrolidine_lex	Chemical
hoechst_thirty-three thousand, three hundred and forty-two_lex	Chemical
propidium_iodide_lex	Chemical
catechol_lex	Chemical
hydroquinone_lex	Chemical
ncq436_lex	Chemical
ncq344_lex	Chemical
phenols_lex	Chemical
fla797_lex	Chemical
phenol_lex	Chemical
benzene_lex	Chemical
112dihydro2acenaphthylenylpiperazine_lex	Chemical
52412dihydro2acenaphthylenylpiperazinylethyl23dihy_dro1h_indol2one_lex	Chemical
nitricoxide_lex	Chemical
nadph_lex	Chemical
ngnitrolarginine_lex	Chemical
lnoarg_lex	Chemical
nicotinamide_adenine_dinucleotide_phosphate_lex	Chemical
pph_lex	Disease
heparins_lex	Chemical
ischemic_optic_neuropathies_lex	Disease
optic_nerve_toxicity_lex	Disease
bradyarrhythmia_lex	Disease
hypercalcemias_lex	Disease
fungizone_lex	Chemical
amphotericin_bsodium_deoxycholate_lex	Chemical
damb_lex	Chemical
sulfadiazine_lex	Chemical
acute_nephrotoxicity_lex	Disease
toxoplasmosis_lex	Disease
ureteral_lithiasis_lex	Disease
downbeating_nystagmus_lex	Disease
dronedarone_lex	Chemical
carcinoma_of_the_peritoneum_lex	Disease
doxil_lex	Chemical
erythrodysesthesia_lex	Disease
peritoneal_carcinoma_lex	Disease
olanzipine_lex	Chemical
extrapyramidal_symptom_lex	Disease
epss_lex	Disease
pupil_dilation_lex	Disease
pupillary_dilation_lex	Disease
isotretinoin_embryopathy_lex	Disease
anotia_lex	Disease
taussigbing_malformation_lex	Disease
vitamin_a_lex	Chemical
urinary_stress_incontinence_lex	Disease
a_significant_rise_in_systolic_blood_pressure_lex	Disease
cocaethylene_lex	Chemical
cardiotoxity_lex	Disease
ce_lex	Chemical
decrease_in_cardiac_output_lex	Disease
myocardial_depression_lex	Disease
veralipride_lex	Chemical
viracept_lex	Chemical
irregular_heartbeat_lex	Disease
irregular_heart_beat_lex	Disease
vasculitic_disorders_lex	Disease
oral_ulcers_lex	Disease
polyarthralgia_lex	Disease
abnormal_left_ventricular_filling_lex	Disease
longqt_syndrome_lex	Disease
sotalol_lex	Chemical
azimilide_lex	Chemical
preterm_infants_lex	Disease
cysts_lex	Disease
premature_thirty-six_weeks_of_gestation_infants_lex	Disease
copper_lex	Chemical
cu_lex	Chemical
zn_lex	Chemical
pdn_lex	Chemical
cervical_carcinoma_lex	Disease
antibiomania_lex	Disease
ofloxacin_lex	Chemical
ocular_dyskinesias_lex	Disease
choreatic_dyskinesias_lex	Disease
dysmenorrhea_lex	Disease
dcf_lex	Chemical
pelvic_pain_lex	Disease
temocapril_lex	Chemical
neprotic_lex	Disease
patent_ductus_arteriosus_lex	Disease
haemorrhagic_lex	Disease
interstitial_cystitis_lex	Disease
gastric_cancer_lex	Disease
agc_lex	Disease
vomitus_lex	Disease
leukocyturia_lex	Disease
human_immunodeficiency_virus_type_1infected_lex	Disease
impairment_of_the_renal_function_lex	Disease
cardiac_death_lex	Disease
nicergoline_lex	Chemical
sermion_lex	Chemical
ain_lex	Disease
bendazac_lysine_lex	Chemical
triphenyltetrazolium_lex	Chemical
carvedilol_lex	Chemical
decreased_the_locomotor_activity_lex	Disease
2p2carboxyethylphenethylamino5nethylcarboxamidoadenosine_lex	Chemical
n6cyclopentyladenosine_lex	Chemical
5nethylcarboxamidoadenosine_lex	Chemical
neca_lex	Chemical
dmpx_lex	Chemical
37dimethyl1propargylxanthine_lex	Chemical
cpt_lex	Chemical
8cyclopentyltheophylline_lex	Chemical
tiaprofenic_acid_lex	Chemical
lanthanum_nitrate_lex	Chemical
mastocytosis_lex	Disease
haematological_malignancies_lex	Disease
peripheral_sensory_neuropathy_lex	Disease
central_nervous_system_toxicity_lex	Disease
sodium_thiopental_lex	Chemical
myotonic_disorders_lex	Disease
sustained_membrane_depolarisation_lex	Disease
muscle_spasm_lex	Disease
myotonic_condition_lex	Disease
ion_channel_disorders_lex	Disease
hyperventilation_lex	Disease
retinoblastoma_lex	Disease
abnormal_ocular_motility_lex	Disease
visual_impairment_lex	Disease
gustatory_hyperhidrosis_lex	Disease
sweating_lex	Disease
aluminum_chloride_lex	Chemical
sore_throat_lex	Disease
disoprivan_lex	Chemical
vnr_lex	Chemical
vindesine_lex	Chemical
vds_lex	Chemical
cardiac_diseases_lex	Disease
trimethoprimsulfomethoxazole_lex	Chemical
cerebral_anoxia_lex	Disease
visual_field_defect_lex	Disease
deterioration_in_visual_field_lex	Disease
facial_inflammatory_dermatoses_lex	Disease
perioral_dermatitis_lex	Disease
inflammatory_facial_dermatoses_lex	Disease
eczema_lex	Disease
periocular_dermatitis_lex	Disease
atopic_dermatitis_lex	Disease
papular_rosacea_lex	Disease
structural_deficits_in_the_human_brain_lex	Disease
abnormalities_in_the_cortex_hippocampus_white_matter_and_ventricles_lex	Disease
impaired_memory_performance_lex	Disease
gliosis_lex	Disease
brain_injury_lex	Disease
niacin_extendedreleaselovastatin_lex	Chemical
dyslipidemia_lex	Disease
terminalia_chebula_lex	Chemical
ethanolic_extract_of_terminalia_chebula_fruits_lex	Chemical
peroxides_lex	Chemical
t_chebula_extract_lex	Chemical
peroxide_lex	Chemical
diamorphine_lex	Chemical
psychological_disturbance_lex	Disease
neurogenic_diabetes_insipidus_lex	Disease
di_lex	Disease
traumatic_brain_injury_lex	Disease
nephrogenic_di_lex	Disease
neurogenic_di_lex	Disease
brain_trauma_lex	Disease
interferonalpha2b_lex	Chemical
4hydroxy2nonenal_lex	Chemical
4hne_lex	Chemical
3nitrotyrosine_lex	Chemical
3nt_lex	Chemical
mitochondrial_oxidative_damage_lex	Disease
ventricular_dysfunction_lex	Disease
nifekalant_hydrochloride_lex	Chemical
nifekalant_lex	Chemical
dexamphetamine_lex	Chemical
oral_stereotypies_lex	Disease
ergometrine_lex	Chemical
swallowing_abnormalities_lex	Disease
gastrointestinal_abnormalities_lex	Disease
tubulointerstitial_nephritis_lex	Disease
insulin_sensitivity_lex	Disease
insulin_resistance_lex	Disease
htn_lex	Disease
235triphenyltetrazolium_chloride_lex	Chemical
ischemic_hemisphere_lex	Disease
evans_blue_lex	Chemical
celecoxib_lex	Chemical
n_lex	Chemical
cutaneous_reactions_lex	Disease
erythema_lex	Disease
pyrazolones_lex	Chemical
hypocalcaemia_lex	Disease
chx_lex	Chemical
menopausal_symptoms_lex	Disease
transient_ischaemic_attacks_lex	Disease
chronic_disease_lex	Disease
dili_lex	Disease
amoxicillinclavulanate_lex	Chemical
dribose_lex	Chemical
erdosteine_lex	Chemical
vcm_lex	Chemical
renal_tubular_injury_lex	Disease
desquamation_lex	Disease
restless_legs_syndrome_lex	Disease
rls_lex	Disease
postprandial_dyspepsia_lex	Disease
domperione_lex	Chemical
coronary_arterial_disease_lex	Disease
cholesterols_lex	Chemical
c_lex	Chemical
coronary_arteriosclerosis_lex	Disease
hyperglyceridemic_effect_lex	Disease
alphafluorobetaalanine_lex	Chemical
fbal_lex	Chemical
precordial_pain_lex	Disease
dihydropyrimidine_lex	Chemical
cardiac_symptoms_lex	Disease
monoher_lex	Chemical
monohydroxyethylrutoside_lex	Chemical
cardiomyocyte_damage_lex	Disease
bepridil_hydrochloride_lex	Chemical
bpd_lex	Chemical
afl_lex	Disease
lv_hypertrophy_lex	Disease
cardiac_inotropic_lex	Disease
qt_interval_prolongation_lex	Disease
arterial_dysfunction_lex	Disease
nomeganitrolarginine_lex	Chemical
lnna_lex	Chemical
tempol_lex	Chemical
impairs_associative_learning_lex	Disease
impaired_novel_word_learning_lex	Disease
minocycline_lex	Chemical
polyarteritis_nodosa_lex	Disease
palmoplantar_pustulosis_lex	Disease
testicular_pain_lex	Disease
cirrhotic_diseases_lex	Disease
eslicarbazepine_acetate_lex	Chemical
bia_two thousand and ninety-three_lex	Chemical
s10acetoxy1011dihydro5hdibenzobfazepine5carboxamide_lex	Chemical
oxc_lex	Chemical
anthraquinones_lex	Chemical
chinese_herbal_lex	Chemical
chinese_herbs_lex	Chemical
aristolochic_acids_lex	Chemical
anthraquinone_lex	Chemical
sulfhydryl_lex	Chemical
sh_lex	Chemical
trypan_blue_lex	Chemical
thiols_lex	Chemical
cysteine_lex	Chemical
galantamine_lex	Chemical
autistic_disorder_lex	Disease
behavioral_dyscontrol_lex	Disease
inattention_lex	Disease
schizophreniform_disorder_lex	Disease
hydroxychloroquine_sulfate_lex	Chemical
visual_field_abnormalities_lex	Disease
carcinoma_of_the_breast_lex	Disease
bradycardic_lex	Disease
cox2_inhibitors_lex	Chemical
gi_bleeding_lex	Disease
rofecoxib_lex	Chemical
severe_malaria_lex	Disease
premature_ventricular_contraction_lex	Disease
chill_lex	Disease
loss_of_hearing_lex	Disease
pvc_lex	Disease
potassium_aspartate_lex	Chemical
electrolyte_disorder_lex	Disease
lichenoid_dermatitis_lex	Disease
zinc_acetate_lex	Chemical
wilson_disease_lex	Disease
chronic_liver_disease_lex	Disease
drop_in_blood_pressure_lex	Disease
atropine_sulphate_lex	Chemical
syncopal_episode_lex	Disease
acute_encephalopathy_lex	Disease
cerebral_vasospasm_lex	Disease
pegasparaginase_lex	Chemical
aphasia_lex	Disease
polyethylene_glycolasparaginase_lex	Chemical
val_lex	Chemical
essential_hypertension_lex	Disease
succimer_lex	Chemical
pb_poisoning_lex	Disease
mdp_lex	Disease
panic_attack_lex	Disease
failing_left_ventricle_lex	Disease
piperacillintazobactam_lex	Chemical
gtcs_lex	Disease
bronchiectasis_lex	Disease
secondary_infection_lex	Disease
organic_brain_lesions_lex	Disease
uremic_lex	Disease
vocal_cord_paralysis_lex	Disease
vocal_nerve_palsies_lex	Disease
cortical_dysplasia_lex	Disease
carmustine_lex	Chemical
13bis_2chloroethyl1nitrosoure_lex	Chemical
myoinositol1phosphate_lex	Chemical
mip_lex	Chemical
inositol_lex	Chemical
acute_tubulointerstitial_nephritis_lex	Disease
atin_lex	Disease
infective_endocarditis_lex	Disease
ie_lex	Disease
chronic_hepatitis_b_virus_infection_lex	Disease
chronic_hepatitis_b_lex	Disease
thromboxane_b2_lex	Chemical
txb2_lex	Chemical
thromboxane_lex	Chemical
urinary_bladder_inflammation_lex	Disease
phosphatidylserine_lex	Chemical
fluo3_lex	Chemical
3tc_lex	Chemical
d4t_lex	Chemical
nevirapine_lex	Chemical
nvp_lex	Chemical
efavirenz_lex	Chemical
efv_lex	Chemical
immune_reconstitution_syndrome_lex	Disease
sensory_neurotoxicity_lex	Disease
sensory_axonal_neuropathy_lex	Disease
cutaneous_lupus_erythematosus_lex	Disease
cle_lex	Disease
cramps_lex	Disease
pulmonary_mass_lex	Disease
lung_mass_lex	Disease
hemosiderin_lex	Disease
hemosiderotic_lex	Disease
pulmonary_lesion_lex	Disease
neoplasm_lex	Disease
sulphonylurea_lex	Chemical
cad_lex	Disease
sulphonylureas_lex	Chemical
type_two_diabetic_lex	Disease
glipizide_lex	Chemical
glimepiride_lex	Chemical
gliclazide_lex	Chemical
los_lex	Chemical
uraemia_lex	Disease
procaine_lex	Chemical
topotecan_lex	Chemical
glioblastoma_multiforme_lex	Disease
gbm_lex	Disease
lymphopenia_lex	Disease
primary_hyperparathyroidism_lex	Disease
nonalcoholic_fatty_liver_disease_lex	Disease
nafld_lex	Disease
hyperinsulinemia_lex	Disease
anca_positive_vasculitis_lex	Disease
antithyroid_drugs_lex	Chemical
antithyroid_medications_lex	Chemical
antineutrophil_cytoplasmic_antibody_ancaassociated_vasculitis_lex	Disease
antithyroidmedications_lex	Chemical
vasculitic_lex	Disease
pyrexia_lex	Disease
parotiditis_lex	Disease
cerebrovascular_disease_lex	Disease
cvd_lex	Disease
gastrointestinal_bleeding_lex	Disease
heroin_abuse_lex	Disease
unconsciousness_lex	Disease
cerebral_ischemic_infarction_lex	Disease
proenkephalin_lex	Chemical
penk_lex	Chemical
fulminant_liver_failure_lex	Disease
citric_acid_lex	Chemical
flecainide_lex	Chemical
pantoprazole_lex	Chemical
rad001_lex	Chemical
nonsmallcell_lung_cancer_lex	Disease
posterior_reversible_encephalopathy_syndrome_lex	Disease
posterior_leukoencephalopathy_lex	Disease
alcoholic_cirrhosis_lex	Disease
intracranial_hypertension_lex	Disease
fhf_lex	Disease
binasal_visual_field_defects_lex	Disease
visual_defects_lex	Disease
vgb_lex	Chemical
bilateral_visual_field_abnormalities_lex	Disease
hiv_seroconversion_lex	Disease
metallothionein_lex	Chemical
mt_lex	Chemical
znso4_lex	Chemical
fulminant_eosinophilic_lex	Disease
neuropsychiatriclike_behaviors_lex	Disease
parkinsonian_disability_lex	Disease
neuropsychiatriclike_behavior_lex	Disease
neuropsychiatric_disorders_lex	Disease
cld_lex	Disease
cnsb002_lex	Chemical
neuropathic_lex	Disease
direct_thrombin_inhibitor_lex	Chemical
direct_thrombin_inhibitors_lex	Chemical
botox_lex	Chemical
adductor_spasmodic_dysphonia_lex	Disease
adsd_lex	Disease
throat_pain_lex	Disease
spasmodic_dysphonia_lex	Disease
mitoq_lex	Chemical
mitochondrial_defect_lex	Disease
sulfamethoxazole_lex	Chemical
type_one_diabetes_lex	Disease
diabetes_complications_lex	Disease
temsirolimus_lex	Chemical
mcl_lex	Disease
bcell_nonhodgkins_lymphoma_lex	Disease
spiranolactone_lex	Chemical
ramipril_lex	Chemical
renal_disturbance_lex	Disease
biphosphonate_lex	Chemical
daptomycin_lex	Chemical
methicillin_lex	Chemical
bacteremia_lex	Disease
tazobactam_lex	Chemical
nafcillin_lex	Chemical
galactose_lex	Chemical
dgalactose_lex	Chemical
dglucose_lex	Chemical
memory_deterioration_lex	Disease
glucose_hypometabolism_lex	Disease
